datetime,trading_date,type,direction,swing_price,sweep_depth_pips,sweep_depth_atr,entry_price,session,hour_utc,sma_slope,bars_since_swing,atr_pips,max_favorable_pips,max_adverse_pips,reversed_1atr,reversed_2atr,positive_rr
2021-01-04 12:30:00,2021-01-03,buyside_sweep,SHORT,1.22994,0.6,0.0777,1.22949,London,12,,6,7.72,52.5,14.7,True,True,True
2021-01-04 13:15:00,2021-01-03,sellside_sweep,LONG,1.2287,0.8,0.0982,1.22883,New_York,13,10.817999999999106,5,8.14,21.3,45.9,True,True,False
2021-01-04 14:30:00,2021-01-03,buyside_sweep,SHORT,1.2306,1.9,0.186,1.22996,New_York,14,10.196000000000094,7,10.21,58.3,4.5,True,True,True
2021-01-04 20:00:00,2021-01-03,buyside_sweep,SHORT,1.22514,0.7,0.0977,1.22479,Off_Hours,20,-0.901999999998182,4,7.16,6.6,15.0,False,False,False
2021-01-04 20:45:00,2021-01-03,sellside_sweep,LONG,1.22424,0.8,0.1277,1.2249,Off_Hours,20,-2.348000000000905,9,6.26,23.9,7.4,True,True,True
2021-01-04 21:45:00,2021-01-03,buyside_sweep,SHORT,1.22496,2.6,0.4262,1.22473,Off_Hours,21,-5.38400000000161,3,6.1,4.1,29.4,False,False,False
2021-01-04 23:15:00,2021-01-04,buyside_sweep,SHORT,1.22526,0.8,0.144,1.2248,Off_Hours,23,-8.478000000000652,5,5.56,1.0,28.7,False,False,False
2021-01-05 07:15:00,2021-01-04,sellside_sweep,LONG,1.22659,1.9,0.3906,1.22699,Tokyo,7,3.2440000000000246,12,4.86,20.7,14.7,True,True,True
2021-01-05 08:00:00,2021-01-04,sellside_sweep,LONG,1.22613,3.2,0.4978,1.22695,London,8,3.3559999999988044,4,6.43,21.1,9.2,True,True,True
2021-01-05 09:00:00,2021-01-04,buyside_sweep,SHORT,1.22787,1.7,0.2046,1.22768,London,9,4.030000000001532,3,8.31,23.0,13.8,True,True,True
2021-01-05 09:45:00,2021-01-04,buyside_sweep,SHORT,1.22787,2.7,0.2857,1.22722,London,9,4.774000000000722,6,9.45,18.4,18.4,True,False,False
2021-01-05 10:45:00,2021-01-04,buyside_sweep,SHORT,1.22787,4.1,0.4395,1.22771,London,10,6.00800000000179,10,9.33,23.3,19.5,True,True,True
2021-01-05 14:45:00,2021-01-04,sellside_sweep,LONG,1.22603,1.3,0.1483,1.2264,New_York,14,2.377999999998437,4,8.76,41.6,10.2,True,True,True
2021-01-05 15:45:00,2021-01-04,buyside_sweep,SHORT,1.22784,4.1,0.4094,1.22754,New_York,15,0.6960000000000299,5,10.01,2.4,30.2,False,False,False
2021-01-05 20:00:00,2021-01-04,buyside_sweep,SHORT,1.23048,0.8,0.1256,1.2301,Off_Hours,20,6.082000000000587,7,6.37,20.0,25.1,True,True,False
2021-01-06 00:00:00,2021-01-05,buyside_sweep,SHORT,1.23018,1.3,0.2708,1.22959,Tokyo,0,3.2500000000013074,8,4.8,20.4,30.2,True,True,False
2021-01-06 01:00:00,2021-01-05,buyside_sweep,SHORT,1.23031,12.1,1.6011,1.23019,Tokyo,1,3.9179999999983117,4,7.56,26.4,32.1,True,True,False
2021-01-06 03:00:00,2021-01-05,sellside_sweep,LONG,1.2281,5.5,0.4803,1.22891,Tokyo,3,4.207999999998879,6,11.45,56.1,5.6,True,True,True
2021-01-06 11:30:00,2021-01-05,buyside_sweep,SHORT,1.23442,4.9,0.5108,1.23441,London,11,8.83200000000084,6,9.59,78.6,5.3,True,True,True
2021-01-06 12:45:00,2021-01-05,sellside_sweep,LONG,1.23334,3.6,0.4138,1.23401,London,12,9.005999999998071,4,8.7,4.7,74.6,False,False,False
2021-01-07 01:15:00,2021-01-06,sellside_sweep,LONG,1.23299,0.9,0.1589,1.23311,Tokyo,1,-1.2380000000011826,3,5.66,5.9,23.9,True,False,False
2021-01-07 04:15:00,2021-01-06,buyside_sweep,SHORT,1.23286,2.7,0.5324,1.23285,Tokyo,4,3.711999999997939,5,5.07,77.2,0.9,True,True,True
2021-01-07 14:15:00,2021-01-06,buyside_sweep,SHORT,1.22784,4.1,0.395,1.22685,New_York,14,-12.866000000000266,5,10.38,22.4,10.5,True,True,True
2021-01-07 15:30:00,2021-01-06,sellside_sweep,LONG,1.22618,11.5,0.9076,1.22637,New_York,15,-12.640000000001539,7,12.67,15.3,9.5,True,False,True
2021-01-07 18:45:00,2021-01-06,buyside_sweep,SHORT,1.22772,1.0,0.1032,1.22741,Off_Hours,18,-10.396000000001404,9,9.69,17.5,2.9,True,False,True
2021-01-07 21:00:00,2021-01-06,sellside_sweep,LONG,1.2264,1.3,0.1938,1.22701,Off_Hours,21,-8.85600000000153,7,6.71,6.9,35.2,True,False,False
2021-01-08 00:30:00,2021-01-07,buyside_sweep,SHORT,1.22718,0.6,0.1067,1.22598,Tokyo,0,1.5579999999970617,5,5.62,24.9,8.3,True,True,True
2021-01-08 05:15:00,2021-01-07,buyside_sweep,SHORT,1.22647,3.4,0.6979,1.22637,Tokyo,5,-0.21800000000071762,7,4.87,50.5,5.4,True,True,True
2021-01-08 07:15:00,2021-01-07,buyside_sweep,SHORT,1.22681,1.0,0.1887,1.2262,Tokyo,7,-1.1899999999998023,8,5.3,48.8,0.4,True,True,True
2021-01-08 13:30:00,2021-01-07,sellside_sweep,LONG,1.22453,11.2,1.2052,1.22715,New_York,13,-2.5399999999997647,3,9.29,13.0,78.6,True,False,False
2021-01-10 22:00:00,2021-01-10,buyside_sweep,SHORT,1.22272,1.2,0.1405,1.22221,Off_Hours,22,-2.66400000000111,4,8.54,55.4,4.2,True,True,True
2021-01-11 00:30:00,2021-01-10,sellside_sweep,LONG,1.21821,0.9,0.0865,1.21866,Tokyo,0,-8.946000000000787,3,10.41,5.1,20.0,False,False,False
2021-01-11 08:15:00,2021-01-10,buyside_sweep,SHORT,1.21933,5.0,0.6548,1.21923,London,8,-5.194000000001697,4,7.64,56.4,7.5,True,True,True
2021-01-11 12:15:00,2021-01-10,sellside_sweep,LONG,1.21583,3.0,0.3187,1.21649,London,12,-9.190000000001142,4,9.41,9.3,32.8,False,False,False
2021-01-11 19:00:00,2021-01-10,sellside_sweep,LONG,1.21656,1.0,0.1564,1.21663,Off_Hours,19,-1.609999999998557,4,6.39,2.8,17.7,False,False,False
2021-01-11 21:30:00,2021-01-10,sellside_sweep,LONG,1.21527,2.7,0.5324,1.21528,Off_Hours,21,-6.014000000000852,3,5.07,9.1,12.4,True,False,False
2021-01-11 23:15:00,2021-01-11,buyside_sweep,SHORT,1.21572,0.9,0.1915,1.2156,Off_Hours,23,-4.043999999998604,3,4.7,17.4,5.9,True,True,True
2021-01-12 00:00:00,2021-01-11,buyside_sweep,SHORT,1.21572,4.7,1.0186,1.21539,Tokyo,0,-2.333999999999392,6,4.61,15.3,8.0,True,True,True
2021-01-12 04:45:00,2021-01-11,sellside_sweep,LONG,1.21424,3.7,0.8235,1.21427,Tokyo,4,-1.0740000000009076,7,4.49,36.2,2.8,True,True,True
2021-01-12 10:30:00,2021-01-11,sellside_sweep,LONG,1.21502,0.8,0.0663,1.21532,London,10,0.9499999999995623,6,12.07,13.2,16.1,True,False,False
2021-01-12 11:30:00,2021-01-11,sellside_sweep,LONG,1.21502,1.3,0.1113,1.21556,London,11,0.7819999999991722,10,11.68,18.1,18.5,True,False,False
2021-01-12 12:15:00,2021-01-11,buyside_sweep,SHORT,1.21582,1.6,0.1439,1.21571,London,12,-0.47200000000025,3,11.12,20.0,26.1,True,False,False
2021-01-12 13:15:00,2021-01-11,buyside_sweep,SHORT,1.21598,2.5,0.2724,1.21531,New_York,13,-0.38800000000005497,4,9.18,16.0,47.9,True,False,False
2021-01-12 14:00:00,2021-01-11,sellside_sweep,LONG,1.21493,12.2,1.2131,1.21496,New_York,14,-0.2639999999987097,7,10.06,57.1,5.9,True,True,True
2021-01-12 15:15:00,2021-01-11,buyside_sweep,SHORT,1.21587,5.1,0.4636,1.2157,New_York,15,0.6499999999975969,3,11.0,6.5,51.0,False,False,False
2021-01-12 20:45:00,2021-01-11,buyside_sweep,SHORT,1.22067,1.3,0.1908,1.22055,Off_Hours,20,7.964000000000304,4,6.81,4.2,13.6,False,False,False
2021-01-12 21:30:00,2021-01-11,buyside_sweep,SHORT,1.2208,0.8,0.1235,1.22063,Off_Hours,21,8.633999999998476,3,6.48,5.0,13.8,False,False,False
2021-01-12 22:15:00,2021-01-12,sellside_sweep,LONG,1.22024,1.0,0.1799,1.22035,Off_Hours,22,8.507999999998184,4,5.56,16.6,2.2,True,True,True
2021-01-13 00:30:00,2021-01-12,buyside_sweep,SHORT,1.22097,2.7,0.6087,1.22095,Tokyo,0,10.915999999998593,11,4.44,4.7,10.6,True,False,False
2021-01-13 02:30:00,2021-01-12,buyside_sweep,SHORT,1.22181,1.0,0.2141,1.22168,Tokyo,2,12.201999999998936,3,4.67,24.8,5.9,True,True,True
2021-01-13 06:00:00,2021-01-12,buyside_sweep,SHORT,1.2214,0.9,0.2303,1.22139,Tokyo,6,9.695999999996818,3,3.91,53.3,8.8,True,True,True
2021-01-13 07:00:00,2021-01-12,buyside_sweep,SHORT,1.22172,1.3,0.3244,1.2216,Tokyo,7,8.108000000000004,3,4.01,55.4,6.7,True,True,True
2021-01-13 13:30:00,2021-01-12,buyside_sweep,SHORT,1.21757,2.9,0.3512,1.21662,New_York,13,-7.968000000000419,3,8.26,26.3,14.3,True,True,True
2021-01-13 14:30:00,2021-01-12,sellside_sweep,LONG,1.21546,1.0,0.0955,1.21673,New_York,14,-9.031999999999929,3,10.47,13.2,27.4,True,False,False
2021-01-13 15:30:00,2021-01-12,buyside_sweep,SHORT,1.21748,3.6,0.3166,1.21701,New_York,15,-9.428000000000214,5,11.37,30.2,6.4,True,True,True
2021-01-13 16:15:00,2021-01-12,sellside_sweep,LONG,1.21536,1.8,0.1438,1.21578,New_York,16,-10.251999999999484,7,12.51,16.9,17.9,True,False,False
2021-01-13 17:15:00,2021-01-12,sellside_sweep,LONG,1.21518,11.9,0.9946,1.21576,New_York,17,-10.425999999998936,4,11.96,17.1,9.3,True,False,True
2021-01-13 20:30:00,2021-01-12,sellside_sweep,LONG,1.21527,2.8,0.381,1.21539,Off_Hours,20,-10.756000000000654,3,7.35,17.9,18.4,True,True,False
2021-01-13 23:45:00,2021-01-13,buyside_sweep,SHORT,1.21628,0.8,0.163,1.21619,Off_Hours,23,-4.803999999998254,6,4.91,26.4,9.9,True,True,True
2021-01-14 07:00:00,2021-01-13,sellside_sweep,LONG,1.2143,4.8,0.9465,1.21476,Tokyo,7,-2.393999999998897,10,5.07,19.8,31.6,True,True,False
2021-01-14 07:45:00,2021-01-13,sellside_sweep,LONG,1.21382,2.1,0.3521,1.21431,Tokyo,7,-2.4840000000025952,3,5.96,24.3,32.1,True,True,False
2021-01-14 10:00:00,2021-01-13,buyside_sweep,SHORT,1.21627,4.2,0.4475,1.21625,London,10,0.0819999999990273,5,9.39,51.5,4.5,True,True,True
2021-01-14 15:30:00,2021-01-13,buyside_sweep,SHORT,1.21286,0.7,0.0576,1.21285,New_York,15,-7.870000000000932,7,12.16,0.4,49.9,False,False,False
2021-01-14 17:30:00,2021-01-13,buyside_sweep,SHORT,1.21586,2.0,0.2186,1.21576,New_York,17,-0.45199999999745444,3,9.15,11.0,20.8,True,False,False
2021-01-15 00:00:00,2021-01-14,sellside_sweep,LONG,1.21518,1.4,0.3481,1.21573,Tokyo,0,-1.4239999999987596,8,4.02,5.1,22.0,True,False,False
2021-01-15 01:15:00,2021-01-14,sellside_sweep,LONG,1.215,0.7,0.1578,1.2153,Tokyo,1,0.31599999999798456,6,4.44,1.6,19.2,False,False,False
2021-01-15 06:30:00,2021-01-14,sellside_sweep,LONG,1.21353,1.3,0.3122,1.21379,Tokyo,6,-1.7820000000012826,3,4.16,8.7,22.5,True,True,False
2021-01-15 07:30:00,2021-01-14,buyside_sweep,SHORT,1.21439,2.7,0.5494,1.21383,Tokyo,7,-3.1439999999993695,6,4.91,24.5,6.0,True,True,True
2021-01-15 10:30:00,2021-01-14,buyside_sweep,SHORT,1.21415,2.8,0.3151,1.21375,London,10,-4.809999999999537,6,8.89,55.9,0.5,True,True,True
2021-01-15 18:30:00,2021-01-14,sellside_sweep,LONG,1.20816,4.1,0.4856,1.2082,Off_Hours,18,-10.674000000001627,13,8.44,4.5,17.1,False,False,False
2021-01-15 19:30:00,2021-01-14,sellside_sweep,LONG,1.20816,1.8,0.2835,1.20832,Off_Hours,19,-11.141999999999541,17,6.35,3.3,18.3,False,False,False
2021-01-15 21:00:00,2021-01-14,sellside_sweep,LONG,1.20763,0.6,0.1188,1.20776,Off_Hours,21,-10.997999999999841,4,5.05,8.9,12.7,True,False,False
2021-01-17 22:00:00,2021-01-17,buyside_sweep,SHORT,1.20816,2.2,0.5203,1.20799,Off_Hours,22,-11.121999999998966,6,4.23,15.0,6.6,True,True,True
2021-01-18 02:00:00,2021-01-17,buyside_sweep,SHORT,1.2078,4.1,0.6583,1.20778,Tokyo,2,-10.078000000000031,5,6.23,12.4,8.9,True,False,True
2021-01-18 03:00:00,2021-01-17,buyside_sweep,SHORT,1.2078,4.8,0.8485,1.20763,Tokyo,3,-8.207999999998439,9,5.66,10.9,10.4,True,False,True
2021-01-18 03:45:00,2021-01-17,sellside_sweep,LONG,1.20707,0.7,0.1402,1.2074,Tokyo,3,-6.6840000000012445,11,4.99,12.7,15.0,True,True,False
2021-01-18 07:30:00,2021-01-17,buyside_sweep,SHORT,1.20786,1.2,0.228,1.20739,Tokyo,7,-2.2119999999992146,6,5.26,20.4,5.7,True,True,True
2021-01-18 09:30:00,2021-01-17,sellside_sweep,LONG,1.20669,4.3,0.5949,1.20682,London,9,-1.6860000000007425,6,7.23,8.5,14.7,True,False,False
2021-01-18 10:30:00,2021-01-17,sellside_sweep,LONG,1.2059,3.0,0.3687,1.20615,London,10,-1.9839999999993196,3,8.14,19.3,8.0,True,True,True
2021-01-18 13:00:00,2021-01-17,sellside_sweep,LONG,1.2056,1.4,0.1844,1.20633,New_York,13,-2.233999999998737,10,7.59,17.5,1.1,True,True,True
2021-01-18 15:30:00,2021-01-17,buyside_sweep,SHORT,1.20756,1.1,0.1911,1.20726,New_York,15,-1.980000000001425,17,5.76,4.6,9.5,False,False,False
2021-01-18 16:45:00,2021-01-17,buyside_sweep,SHORT,1.20767,3.7,0.7115,1.20765,New_York,16,-0.4559999999997899,5,5.2,5.7,5.6,True,False,True
2021-01-18 18:45:00,2021-01-17,buyside_sweep,SHORT,1.20751,2.6,0.6353,1.20737,Off_Hours,18,0.3300000000017178,3,4.09,0.0,18.9,False,False,False
2021-01-18 23:15:00,2021-01-18,sellside_sweep,LONG,1.20748,0.9,0.3549,1.20758,Off_Hours,23,1.8659999999992571,9,2.54,22.8,0.3,True,True,True
2021-01-19 02:45:00,2021-01-18,buyside_sweep,SHORT,1.20968,1.0,0.2288,1.20944,Tokyo,2,5.907999999998914,5,4.37,9.2,24.2,True,True,False
2021-01-19 03:45:00,2021-01-18,buyside_sweep,SHORT,1.20978,0.8,0.1924,1.20969,Tokyo,3,5.654000000001602,4,4.16,11.7,25.7,True,True,False
2021-01-19 05:45:00,2021-01-18,sellside_sweep,LONG,1.20922,1.3,0.4365,1.20969,Tokyo,5,4.230000000000622,11,2.98,40.6,11.7,True,True,True
2021-01-19 07:30:00,2021-01-18,sellside_sweep,LONG,1.20925,5.4,1.1962,1.20991,Tokyo,7,4.209999999997827,4,4.51,41.5,1.4,True,True,True
2021-01-19 09:45:00,2021-01-18,buyside_sweep,SHORT,1.21186,4.0,0.464,1.21181,London,9,6.465999999998306,7,8.62,0.0,26.7,False,False,False
2021-01-19 13:00:00,2021-01-18,sellside_sweep,LONG,1.21241,0.8,0.1184,1.21319,New_York,13,9.934000000000331,4,6.76,12.9,16.5,True,False,False
2021-01-19 14:30:00,2021-01-18,buyside_sweep,SHORT,1.21335,7.5,1.0747,1.21313,New_York,14,9.09600000000177,9,6.98,15.9,3.7,True,True,True
2021-01-19 15:15:00,2021-01-18,sellside_sweep,LONG,1.21233,4.6,0.607,1.21237,New_York,15,7.987999999998774,9,7.58,11.3,8.3,True,False,True
2021-01-19 16:15:00,2021-01-18,sellside_sweep,LONG,1.21187,1.7,0.1855,1.21193,New_York,16,6.884000000000334,4,9.16,10.3,3.9,True,False,True
2021-01-20 02:45:00,2021-01-19,buyside_sweep,SHORT,1.21463,2.2,0.3964,1.21433,Tokyo,2,1.689999999998637,9,5.55,12.7,14.8,True,True,False
2021-01-20 06:45:00,2021-01-19,buyside_sweep,SHORT,1.21492,7.9,1.862,1.21486,Tokyo,6,4.4080000000001895,17,4.24,52.5,9.5,True,True,True
2021-01-20 11:30:00,2021-01-19,sellside_sweep,LONG,1.21133,1.2,0.1435,1.21166,London,11,-1.2619999999996523,5,8.36,1.3,39.9,False,False,False
2021-01-20 14:00:00,2021-01-19,buyside_sweep,SHORT,1.21089,4.5,0.6176,1.21039,New_York,14,-6.618000000000457,3,7.29,27.2,13.8,True,True,True
2021-01-20 15:30:00,2021-01-19,buyside_sweep,SHORT,1.21134,1.4,0.1241,1.21119,New_York,15,-8.147999999998934,6,11.28,19.6,5.8,True,False,True
2021-01-20 20:45:00,2021-01-19,sellside_sweep,LONG,1.21029,3.7,0.7872,1.2107,Off_Hours,20,-9.002000000000177,7,4.7,26.7,3.8,True,True,True
2021-01-21 02:45:00,2021-01-20,buyside_sweep,SHORT,1.21305,3.2,0.6788,1.21252,Tokyo,2,3.5979999999979917,7,4.71,10.4,12.8,True,True,False
2021-01-21 07:15:00,2021-01-20,sellside_sweep,LONG,1.2127,1.0,0.2532,1.21276,Tokyo,7,4.817999999999767,10,3.95,37.3,12.8,True,True,True
2021-01-21 08:45:00,2021-01-20,buyside_sweep,SHORT,1.21352,2.2,0.2868,1.2132,London,8,4.135999999999029,4,7.67,4.6,41.0,False,False,False
2021-01-21 12:00:00,2021-01-20,buyside_sweep,SHORT,1.21469,1.6,0.2105,1.21452,London,12,6.295999999998969,7,7.6,9.6,27.8,True,False,False
2021-01-21 12:45:00,2021-01-20,buyside_sweep,SHORT,1.21469,8.0,1.1667,1.21433,London,12,6.010000000000737,10,6.86,7.7,29.7,True,False,False
2021-01-21 14:15:00,2021-01-20,sellside_sweep,LONG,1.21405,0.6,0.0554,1.21448,New_York,14,6.350000000001632,5,10.83,25.3,9.2,True,True,True
2021-01-21 17:15:00,2021-01-20,sellside_sweep,LONG,1.21363,0.7,0.0654,1.21409,New_York,17,4.382000000000552,11,10.7,29.3,0.9,True,True,True
2021-01-22 08:30:00,2021-01-21,sellside_sweep,LONG,1.21628,6.3,1.0103,1.21763,London,8,1.1239999999990147,9,6.24,13.1,22.2,True,True,False
2021-01-22 09:15:00,2021-01-21,buyside_sweep,SHORT,1.21759,1.5,0.1875,1.21722,London,9,0.7999999999985796,18,8.0,18.1,15.3,True,True,True
2021-01-22 11:45:00,2021-01-21,buyside_sweep,SHORT,1.21776,9.9,0.9493,1.21762,London,11,1.564000000000565,6,10.43,22.1,8.5,True,True,True
2021-01-22 14:00:00,2021-01-21,sellside_sweep,LONG,1.21552,1.1,0.1288,1.21557,New_York,14,-0.9199999999998099,3,8.54,29.0,1.3,True,True,True
2021-01-22 19:00:00,2021-01-21,buyside_sweep,SHORT,1.21707,1.3,0.2121,1.21705,Off_Hours,19,-0.16400000000027504,3,6.13,8.7,2.8,True,False,True
2021-01-24 22:15:00,2021-01-24,sellside_sweep,LONG,1.2166,2.5,0.6387,1.21662,Off_Hours,22,0.10799999999866472,5,3.91,13.1,6.1,True,True,True
2021-01-25 00:45:00,2021-01-24,buyside_sweep,SHORT,1.21717,1.6,0.3246,1.21676,Tokyo,0,-1.252000000000475,12,4.93,7.5,15.6,True,False,False
2021-01-25 02:45:00,2021-01-24,buyside_sweep,SHORT,1.21733,2.1,0.3984,1.21702,Tokyo,2,0.8680000000027555,8,5.27,1.8,13.0,False,False,False
2021-01-25 04:45:00,2021-01-24,buyside_sweep,SHORT,1.21777,1.8,0.42,1.2176,Tokyo,4,0.86400000000042,6,4.29,36.0,7.2,True,True,True
2021-01-25 05:30:00,2021-01-24,buyside_sweep,SHORT,1.21802,0.6,0.1516,1.21771,Tokyo,5,0.20799999999931984,4,3.96,37.1,6.1,True,True,True
2021-01-25 06:15:00,2021-01-24,buyside_sweep,SHORT,1.21802,1.3,0.3534,1.21795,Tokyo,6,1.1099999999997223,7,3.68,39.5,3.2,True,True,True
2021-01-25 07:15:00,2021-01-24,sellside_sweep,LONG,1.21748,3.2,0.7467,1.2176,Tokyo,7,1.4959999999986096,9,4.29,6.7,36.0,True,False,False
2021-01-25 08:15:00,2021-01-24,sellside_sweep,LONG,1.21716,3.2,0.5997,1.21767,London,8,1.773999999998832,4,5.34,0.2,36.7,False,False,False
2021-01-25 14:15:00,2021-01-24,sellside_sweep,LONG,1.21434,3.0,0.5141,1.21438,New_York,14,-3.3300000000013874,3,5.84,5.7,28.0,False,False,False
2021-01-25 20:30:00,2021-01-24,sellside_sweep,LONG,1.21367,0.7,0.1772,1.21394,Off_Hours,20,-7.669999999999622,4,3.95,6.7,6.3,True,False,True
2021-01-25 21:45:00,2021-01-24,buyside_sweep,SHORT,1.21415,1.9,0.5473,1.21363,Off_Hours,21,-6.725999999999122,4,3.47,3.2,9.8,False,False,False
2021-01-25 22:30:00,2021-01-25,buyside_sweep,SHORT,1.21415,3.2,0.7805,1.21403,Off_Hours,22,-4.705999999998767,7,4.1,11.5,5.8,True,True,True
2021-01-26 02:00:00,2021-01-25,buyside_sweep,SHORT,1.21442,1.9,0.4881,1.21433,Tokyo,2,-3.005999999998732,11,3.89,35.7,2.7,True,True,True
2021-01-26 06:00:00,2021-01-25,sellside_sweep,LONG,1.21269,2.0,0.5634,1.21281,Tokyo,6,-0.10400000000077014,3,3.55,17.2,20.5,True,True,False
2021-01-26 06:45:00,2021-01-25,sellside_sweep,LONG,1.21269,0.8,0.2078,1.21271,Tokyo,6,-1.9419999999992221,6,3.85,21.8,19.5,True,True,True
2021-01-26 08:00:00,2021-01-25,sellside_sweep,LONG,1.21232,11.9,1.904,1.21266,London,8,-3.4840000000002647,6,6.25,37.6,5.8,True,True,True
2021-01-27 00:30:00,2021-01-26,buyside_sweep,SHORT,1.21658,3.8,1.0791,1.21651,Tokyo,0,5.964000000000524,10,3.52,12.1,1.9,True,True,True
2021-01-27 01:45:00,2021-01-26,sellside_sweep,LONG,1.21596,1.4,0.3603,1.21608,Tokyo,1,4.602000000000217,3,3.89,5.1,9.1,True,False,False
2021-01-27 04:15:00,2021-01-26,sellside_sweep,LONG,1.21547,1.7,0.4457,1.21562,Tokyo,4,-1.0819999999989172,5,3.81,9.7,37.5,True,True,False
2021-01-27 07:30:00,2021-01-26,sellside_sweep,LONG,1.2153,1.3,0.3176,1.21578,Tokyo,7,0.6740000000005075,13,4.09,1.8,53.9,False,False,False
2021-01-27 10:00:00,2021-01-26,sellside_sweep,LONG,1.21194,0.7,0.0737,1.21237,London,10,-5.673999999999957,3,9.5,9.0,65.2,False,False,False
2021-01-27 18:00:00,2021-01-26,buyside_sweep,SHORT,1.2117,2.0,0.178,1.21135,Off_Hours,18,-10.365999999999431,19,11.24,21.0,15.2,True,False,True
2021-01-27 19:00:00,2021-01-26,buyside_sweep,SHORT,1.21193,9.4,0.9698,1.2116,Off_Hours,19,-9.46400000000125,5,9.69,33.6,1.5,True,True,True
2021-01-28 01:45:00,2021-01-27,buyside_sweep,SHORT,1.21049,1.0,0.1275,1.21014,Tokyo,1,-3.750000000000142,7,7.84,20.7,4.1,True,True,True
2021-01-28 07:45:00,2021-01-27,sellside_sweep,LONG,1.2087,1.0,0.1272,1.20938,Tokyo,7,-3.51200000000107,14,7.86,36.8,5.8,True,True,True
2021-01-28 08:30:00,2021-01-27,buyside_sweep,SHORT,1.21043,1.1,0.1084,1.20959,London,8,-3.0799999999997496,7,10.15,7.9,46.5,False,False,False
2021-01-28 10:30:00,2021-01-27,buyside_sweep,SHORT,1.21136,0.6,0.0582,1.21121,London,10,-0.4500000000007276,9,10.31,24.1,30.3,True,True,False
2021-01-28 13:30:00,2021-01-27,sellside_sweep,LONG,1.20959,5.6,0.6045,1.21048,New_York,13,0.78400000000034,8,9.26,37.6,4.6,True,True,True
2021-01-28 16:45:00,2021-01-27,sellside_sweep,LONG,1.21193,0.7,0.0587,1.21215,New_York,16,6.9160000000012545,3,11.92,18.4,3.9,True,False,True
2021-01-28 17:45:00,2021-01-27,buyside_sweep,SHORT,1.21294,1.0,0.1172,1.21251,New_York,17,6.695999999999369,5,8.54,7.5,14.8,False,False,False
2021-01-28 22:00:00,2021-01-28,sellside_sweep,LONG,1.21184,0.8,0.1369,1.21264,Off_Hours,22,5.757999999997931,3,5.84,1.2,31.4,False,False,False
2021-01-29 02:45:00,2021-01-28,sellside_sweep,LONG,1.21036,1.2,0.2249,1.21043,Tokyo,2,-0.1980000000001425,8,5.34,15.2,9.9,True,True,True
2021-01-29 05:30:00,2021-01-28,sellside_sweep,LONG,1.2095,0.6,0.1414,1.20964,Tokyo,5,-5.814000000001762,6,4.24,42.3,0.5,True,True,True
2021-01-29 06:15:00,2021-01-28,buyside_sweep,SHORT,1.21018,1.5,0.3559,1.21015,Tokyo,6,-5.218000000000167,6,4.21,4.3,43.3,True,False,False
2021-01-29 07:15:00,2021-01-28,buyside_sweep,SHORT,1.21018,5.3,1.245,1.21007,Tokyo,7,-5.079999999999529,10,4.26,3.5,47.7,False,False,False
2021-01-29 08:15:00,2021-01-28,buyside_sweep,SHORT,1.21087,4.7,0.8144,1.21063,London,8,-5.611999999999284,5,5.77,4.7,49.7,False,False,False
2021-01-29 09:45:00,2021-01-28,buyside_sweep,SHORT,1.21195,1.6,0.1902,1.21165,London,9,-4.277999999999782,4,8.41,9.6,39.5,True,False,False
2021-01-29 13:30:00,2021-01-28,buyside_sweep,SHORT,1.21484,3.8,0.3507,1.21466,New_York,13,3.978000000000037,3,10.84,21.6,9.4,True,False,True
2021-01-29 15:45:00,2021-01-28,sellside_sweep,LONG,1.21265,1.5,0.1146,1.2149,New_York,15,7.630000000000692,11,13.09,4.3,21.6,False,False,False
2021-02-01 01:00:00,2021-01-31,buyside_sweep,SHORT,1.21318,2.4,0.4205,1.21288,Tokyo,1,-1.6479999999985395,8,5.71,7.2,7.5,True,False,False
2021-02-01 08:00:00,2021-01-31,sellside_sweep,LONG,1.21216,3.8,0.8122,1.21294,London,8,-0.7580000000007026,4,4.68,1.3,60.1,False,False,False
2021-02-01 10:15:00,2021-01-31,sellside_sweep,LONG,1.20835,0.5,0.0519,1.20883,London,10,-6.497999999999227,5,9.63,11.1,19.0,True,False,False
2021-02-01 13:45:00,2021-01-31,buyside_sweep,SHORT,1.20886,4.2,0.4612,1.20848,New_York,13,-8.711999999999609,6,9.11,23.3,14.6,True,True,True
2021-02-01 14:45:00,2021-01-31,buyside_sweep,SHORT,1.20886,8.3,0.954,1.20869,New_York,14,-8.217999999999837,10,8.7,30.9,11.4,True,True,True
2021-02-01 22:00:00,2021-02-01,sellside_sweep,LONG,1.20615,2.2,0.4296,1.20618,Off_Hours,22,-10.091999999999324,16,5.12,25.9,2.5,True,True,True
2021-02-01 22:45:00,2021-02-01,buyside_sweep,SHORT,1.20631,0.6,0.128,1.20618,Off_Hours,22,-8.077999999998031,3,4.69,0.6,25.9,False,False,False
2021-02-02 11:15:00,2021-02-01,sellside_sweep,LONG,1.2032,0.5,0.0485,1.20323,London,11,-1.2239999999996698,3,10.3,17.4,19.1,True,False,False
2021-02-02 12:00:00,2021-02-01,sellside_sweep,LONG,1.2032,5.9,0.6034,1.20337,London,12,-4.340000000000455,6,9.78,16.0,22.2,True,False,False
