datetime,trading_date,type,ob_top,ob_bottom,ob_size_pips,ob_size_atr,trigger_event,session,hour_utc,sma_slope,range_position,atr_pips,touched,filled,held,touch_bars,fill_bars
2021-01-04 01:15:00,2021-01-03,bullish_ob,1.22487,1.22428,5.9,0.7712,bos,Tokyo,1,,0.6991,7.65,True,True,False,6.0,13.0
2021-01-04 02:30:00,2021-01-03,bullish_ob,1.22584,1.22494,9.0,1.1382,bos,Tokyo,2,,0.8437,7.91,True,True,False,1.0,3.0
2021-01-04 03:45:00,2021-01-03,bearish_ob,1.22577,1.22515,6.2,0.8569,bos,Tokyo,3,,0.8681,7.24,True,True,False,5.0,5.0
2021-01-04 06:15:00,2021-01-03,bullish_ob,1.22475,1.2242,5.5,0.9006,bos,Tokyo,6,,0.5101,6.11,True,True,False,44.0,54.0
2021-01-04 08:45:00,2021-01-03,bullish_ob,1.22854,1.22798,5.6,0.6343,bos,London,8,,0.9381,8.83,True,True,False,22.0,23.0
2021-01-04 12:30:00,2021-01-03,bullish_ob,1.23,1.22942,5.8,0.7512,bos,London,12,,0.9452,7.72,True,True,False,1.0,2.0
2021-01-04 14:00:00,2021-01-03,bullish_ob,1.23035,1.22936,9.9,1.1141,bos,New_York,14,10.251999999999484,0.8849,8.89,True,True,False,1.0,1.0
2021-01-04 14:15:00,2021-01-03,bearish_ob,1.23096,1.2294,15.6,1.6508,choch,New_York,14,10.263999999999829,0.8858,9.45,False,False,False,,
2021-01-04 16:00:00,2021-01-03,bearish_ob,1.22773,1.22666,10.7,0.8132,bos,New_York,16,6.614000000000342,0.4488,13.16,True,True,False,39.0,62.0
2021-01-04 19:15:00,2021-01-03,bullish_ob,1.22492,1.22466,2.6,0.3193,choch,Off_Hours,19,0.530000000003028,0.0818,8.14,True,True,False,1.0,1.0
2021-01-04 21:15:00,2021-01-03,bullish_ob,1.22481,1.2242,6.1,0.9771,choch,Off_Hours,21,-3.9599999999984092,0.0549,6.24,True,False,True,1.0,
2021-01-05 00:00:00,2021-01-04,bullish_ob,1.22527,1.2247,5.7,1.0711,bos,Tokyo,0,-8.976000000000539,0.1252,5.32,False,False,False,,
2021-01-05 01:45:00,2021-01-04,bullish_ob,1.226,1.22566,3.4,0.853,bos,Tokyo,1,-8.063999999998739,0.2489,3.99,True,True,False,22.0,22.0
2021-01-05 06:30:00,2021-01-04,bearish_ob,1.2274,1.22665,7.5,1.7073,choch,Tokyo,6,1.8799999999985495,0.8178,4.39,True,True,False,1.0,5.0
2021-01-05 07:15:00,2021-01-04,bearish_ob,1.2271,1.2264,7.0,1.4391,bos,Tokyo,7,3.2440000000000246,0.7401,4.86,True,True,False,1.0,1.0
2021-01-05 08:15:00,2021-01-04,bullish_ob,1.22787,1.22665,12.2,1.708,choch,London,8,3.3879999999997246,0.8369,7.14,True,True,False,1.0,14.0
2021-01-05 09:45:00,2021-01-04,bullish_ob,1.22814,1.22684,13.0,1.3757,bos,London,9,4.774000000000722,0.7872,9.45,True,True,False,1.0,8.0
2021-01-05 10:45:00,2021-01-04,bullish_ob,1.22828,1.22755,7.3,0.7825,bos,London,10,6.00800000000179,0.8671,9.33,True,True,False,1.0,5.0
2021-01-05 11:30:00,2021-01-04,bearish_ob,1.22906,1.22816,9.0,1.0311,choch,London,11,6.251999999997704,0.8968,8.73,True,True,False,14.0,17.0
2021-01-05 15:00:00,2021-01-04,bullish_ob,1.22655,1.22538,11.7,1.3062,choch,New_York,15,1.8500000000010175,0.159,8.96,True,False,True,96.0,
2021-01-06 00:30:00,2021-01-05,bullish_ob,1.22976,1.2292,5.6,1.1649,bos,Tokyo,0,3.3060000000006973,0.7915,4.81,True,True,False,2.0,2.0
2021-01-06 00:45:00,2021-01-05,bearish_ob,1.23261,1.22952,30.9,4.6317,choch,Tokyo,0,3.6059999999982217,0.7863,6.67,True,True,False,7.0,22.0
2021-01-06 02:30:00,2021-01-05,bearish_ob,1.22908,1.22852,5.6,0.5509,choch,Tokyo,2,4.357999999999862,0.473,10.16,True,True,False,1.0,2.0
2021-01-06 03:45:00,2021-01-05,bullish_ob,1.22885,1.22844,4.1,0.3696,choch,Tokyo,3,3.8120000000008147,0.4384,11.09,True,True,False,46.0,46.0
2021-01-06 06:15:00,2021-01-05,bullish_ob,1.23063,1.23012,5.1,0.6939,bos,Tokyo,6,1.812000000001035,0.5583,7.35,True,True,False,30.0,30.0
2021-01-06 11:00:00,2021-01-05,bullish_ob,1.23426,1.23368,5.8,0.5966,bos,London,11,8.193999999999146,0.9211,9.72,True,True,False,2.0,2.0
2021-01-06 13:15:00,2021-01-05,bearish_ob,1.23448,1.23364,8.4,0.9492,bos,New_York,13,8.691999999999034,0.8809,8.85,True,False,True,26.0,
2021-01-06 15:00:00,2021-01-05,bearish_ob,1.2316,1.23043,11.7,0.8764,bos,New_York,15,5.327999999999999,0.4689,13.35,True,True,False,10.0,12.0
2021-01-06 17:30:00,2021-01-05,bullish_ob,1.23034,1.22985,4.9,0.3607,choch,New_York,17,0.36200000000041754,0.4225,13.59,True,True,False,4.0,4.0
2021-01-06 19:45:00,2021-01-05,bullish_ob,1.23131,1.22976,15.5,1.6744,bos,Off_Hours,19,-0.8180000000024279,0.475,9.26,True,True,False,38.0,48.0
2021-01-06 22:15:00,2021-01-06,bullish_ob,1.23299,1.23234,6.5,0.6449,bos,Off_Hours,22,-1.2559999999983695,0.7288,10.08,True,True,False,5.0,12.0
2021-01-07 01:30:00,2021-01-06,bearish_ob,1.23369,1.23282,8.7,1.4982,choch,Tokyo,1,-1.03200000000081,0.8455,5.81,True,False,True,4.0,
2021-01-07 03:15:00,2021-01-06,bullish_ob,1.23277,1.23251,2.6,0.416,choch,Tokyo,3,1.0460000000001024,0.7728,6.25,True,True,False,2.0,3.0
2021-01-07 04:00:00,2021-01-06,bearish_ob,1.2331,1.23266,4.4,0.8485,bos,Tokyo,4,2.56800000000057,0.8033,5.19,False,False,False,,
2021-01-07 07:45:00,2021-01-06,bearish_ob,1.23165,1.2308,8.5,1.3934,bos,Tokyo,7,2.4279999999987645,0.3137,6.1,True,False,True,2.0,
2021-01-07 08:30:00,2021-01-06,bearish_ob,1.23093,1.23001,9.2,1.098,bos,London,8,0.9740000000002524,0.2326,8.38,False,False,False,,
2021-01-07 13:45:00,2021-01-06,bullish_ob,1.22757,1.22618,13.9,1.4544,choch,New_York,13,-13.475999999998933,0.2582,9.56,True,True,False,1.0,2.0
2021-01-07 17:15:00,2021-01-06,bullish_ob,1.22701,1.2256,14.1,1.0763,choch,New_York,17,-12.554000000000176,0.2167,13.1,True,True,False,3.0,26.0
2021-01-07 20:15:00,2021-01-06,bearish_ob,1.22703,1.22646,5.7,0.7514,choch,Off_Hours,20,-9.009999999998186,0.3118,7.59,True,True,False,1.0,3.0
2021-01-08 00:15:00,2021-01-07,bearish_ob,1.22713,1.22664,4.9,0.9554,bos,Tokyo,0,1.3700000000005375,0.625,5.13,True,True,False,19.0,52.0
2021-01-08 07:00:00,2021-01-07,bearish_ob,1.22653,1.2258,7.3,1.4855,choch,Tokyo,7,-1.1200000000033405,0.6066,4.91,True,True,False,24.0,24.0
2021-01-08 10:45:00,2021-01-07,bullish_ob,1.22412,1.2238,3.2,0.2651,bos,London,10,-6.827999999998724,0.4459,12.07,True,True,False,10.0,10.0
2021-01-08 12:30:00,2021-01-07,bullish_ob,1.22526,1.2247,5.6,0.6847,bos,London,12,-4.457999999998297,0.6182,8.18,True,True,False,5.0,5.0
2021-01-08 14:15:00,2021-01-07,bearish_ob,1.22834,1.22631,20.3,1.612,choch,New_York,14,0.28799999999939985,0.8422,12.59,True,False,True,6.0,
2021-01-08 16:30:00,2021-01-07,bearish_ob,1.22622,1.22449,17.3,0.828,bos,New_York,16,-1.8600000000024153,0.5659,20.89,False,False,False,,
2021-01-10 22:00:00,2021-01-10,bearish_ob,1.22284,1.22144,14.0,1.6388,choch,Off_Hours,22,-2.66400000000111,0.3111,8.54,False,False,False,,
2021-01-11 00:45:00,2021-01-10,bearish_ob,1.21917,1.21852,6.5,0.6132,bos,Tokyo,0,-9.78400000000157,0.0702,10.6,True,True,False,20.0,23.0
2021-01-11 05:00:00,2021-01-10,bullish_ob,1.2174,1.217,4.0,0.6313,choch,Tokyo,5,-15.05399999999879,0.0558,6.34,True,True,False,15.0,16.0
2021-01-11 07:45:00,2021-01-10,bullish_ob,1.21855,1.21781,7.4,1.1385,bos,Tokyo,7,-7.014000000000742,0.246,6.5,True,True,False,3.0,5.0
2021-01-11 09:15:00,2021-01-10,bearish_ob,1.21858,1.21781,7.7,0.8179,choch,London,9,-4.843999999999404,0.2484,9.41,True,False,True,95.0,
2021-01-11 11:30:00,2021-01-10,bearish_ob,1.21682,1.21601,8.1,0.8223,bos,London,11,-10.594000000001547,0.1538,9.85,True,True,False,1.0,2.0
2021-01-11 12:30:00,2021-01-10,bearish_ob,1.21719,1.21618,10.1,1.103,bos,London,12,-8.429999999999271,0.2742,9.16,True,True,False,12.0,15.0
2021-01-11 15:45:00,2021-01-10,bullish_ob,1.21557,1.21455,10.2,0.8385,choch,New_York,15,-5.564000000000124,0.2733,12.16,True,True,False,17.0,36.0
2021-01-11 18:15:00,2021-01-10,bearish_ob,1.21715,1.21669,4.6,0.5745,choch,Off_Hours,18,-1.3799999999997148,0.548,8.01,True,True,False,1.0,51.0
2021-01-11 19:30:00,2021-01-10,bearish_ob,1.21683,1.21649,3.4,0.5972,bos,Off_Hours,19,-2.585999999999977,0.5096,5.69,True,True,False,1.0,46.0
2021-01-11 21:00:00,2021-01-10,bearish_ob,1.21577,1.21529,4.8,0.9359,bos,Off_Hours,21,-5.4780000000032025,0.3427,5.13,True,True,False,1.0,6.0
2021-01-11 22:30:00,2021-01-11,bullish_ob,1.21572,1.21511,6.1,1.2096,choch,Off_Hours,22,-5.530000000000257,0.5238,5.04,True,True,False,1.0,4.0
2021-01-12 00:45:00,2021-01-11,bearish_ob,1.216,1.21527,7.3,1.5944,choch,Tokyo,0,-1.59200000000137,0.576,4.58,True,True,False,18.0,22.0
2021-01-12 03:45:00,2021-01-11,bearish_ob,1.21489,1.2146,2.9,0.4988,choch,Tokyo,3,-0.8539999999990222,0.2155,5.81,True,True,False,5.0,6.0
2021-01-12 05:00:00,2021-01-11,bullish_ob,1.21427,1.21399,2.8,0.661,choch,Tokyo,5,-1.4979999999997773,0.0758,4.24,True,True,False,21.0,33.0
2021-01-12 06:15:00,2021-01-11,bullish_ob,1.21519,1.21486,3.3,0.8063,choch,Tokyo,6,-3.442000000000167,0.3541,4.09,True,True,False,6.0,16.0
2021-01-12 08:45:00,2021-01-11,bullish_ob,1.21641,1.21508,13.3,1.6038,bos,London,8,-1.0399999999988196,0.515,8.29,True,True,False,1.0,5.0
2021-01-12 10:30:00,2021-01-11,bearish_ob,1.21557,1.21494,6.3,0.5219,bos,London,10,0.9499999999995623,0.3462,12.07,True,True,False,2.0,3.0
2021-01-12 12:45:00,2021-01-11,bullish_ob,1.2158,1.21513,6.7,0.6928,bos,London,12,-0.5659999999996224,0.3983,9.67,True,True,False,1.0,1.0
2021-01-12 14:00:00,2021-01-11,bearish_ob,1.21496,1.21371,12.5,1.2429,choch,New_York,14,-0.2639999999987097,0.1495,10.06,True,True,False,1.0,1.0
2021-01-12 15:00:00,2021-01-11,bullish_ob,1.21586,1.21489,9.7,0.9201,choch,New_York,15,0.40799999999840963,0.3983,10.54,True,False,True,1.0,
2021-01-12 16:15:00,2021-01-11,bullish_ob,1.21657,1.21554,10.3,0.875,bos,New_York,16,1.7660000000008225,0.561,11.77,True,True,False,1.0,84.0
2021-01-12 21:30:00,2021-01-11,bearish_ob,1.22088,1.22054,3.4,0.5248,choch,Off_Hours,21,8.633999999998476,0.9763,6.48,True,True,False,2.0,4.0
2021-01-12 22:30:00,2021-01-12,bullish_ob,1.22047,1.22023,2.4,0.4746,bos,Off_Hours,22,8.655999999997999,0.9146,5.06,True,True,False,31.0,32.0
2021-01-13 00:45:00,2021-01-12,bullish_ob,1.22133,1.22079,5.4,1.1868,bos,Tokyo,0,11.096000000001549,0.9327,4.55,True,True,False,2.0,16.0
2021-01-13 02:45:00,2021-01-12,bullish_ob,1.22167,1.2212,4.7,1.0297,bos,Tokyo,2,12.347999999999804,0.937,4.56,True,True,False,2.0,5.0
2021-01-13 03:15:00,2021-01-12,bearish_ob,1.22201,1.22143,5.8,1.1941,choch,Tokyo,3,12.859999999998983,0.962,4.86,True,True,False,5.0,11.0
2021-01-13 05:30:00,2021-01-12,bullish_ob,1.22119,1.22073,4.6,1.3278,bos,Tokyo,5,10.863999999999319,0.818,3.46,True,True,False,6.0,6.0
2021-01-13 06:45:00,2021-01-12,bullish_ob,1.22161,1.22122,3.9,1.0361,bos,Tokyo,6,8.555999999999564,0.8698,3.76,True,True,False,1.0,2.0
2021-01-13 14:45:00,2021-01-12,bullish_ob,1.21721,1.21616,10.5,0.9716,choch,New_York,14,-9.284000000000514,0.1918,10.81,True,True,False,1.0,2.0
2021-01-13 23:15:00,2021-01-13,bullish_ob,1.21598,1.21569,2.9,0.6142,choch,Off_Hours,23,-5.649999999999267,0.45,4.72,True,True,False,9.0,9.0
2021-01-14 01:15:00,2021-01-13,bearish_ob,1.21718,1.2165,6.8,1.2744,choch,Tokyo,1,-1.6339999999992472,0.702,5.34,True,True,False,30.0,62.0
2021-01-14 05:00:00,2021-01-13,bullish_ob,1.215,1.21459,4.1,0.5683,choch,Tokyo,5,-3.6180000000007873,0.3176,7.21,True,True,False,1.0,6.0
2021-01-14 08:15:00,2021-01-13,bullish_ob,1.2158,1.21475,10.5,1.4469,bos,London,8,-2.5639999999982344,0.4752,7.26,True,True,False,1.0,15.0
2021-01-14 09:15:00,2021-01-13,bullish_ob,1.2157,1.21493,7.7,0.8983,bos,London,9,-1.2959999999995198,0.4862,8.57,True,True,False,3.0,9.0
2021-01-14 10:30:00,2021-01-13,bearish_ob,1.21662,1.21594,6.8,0.7409,choch,London,10,0.6499999999998174,0.7521,9.18,True,True,False,25.0,26.0
2021-01-14 15:00:00,2021-01-13,bullish_ob,1.21218,1.21137,8.1,0.6873,choch,New_York,15,-8.526000000002032,0.1197,11.79,True,True,False,65.0,89.0
2021-01-14 17:15:00,2021-01-13,bullish_ob,1.21547,1.21495,5.2,0.5453,bos,New_York,17,-1.4219999999998123,0.7287,9.54,True,True,False,2.0,5.0
2021-01-14 23:00:00,2021-01-14,bearish_ob,1.21561,1.21519,4.2,0.9882,choch,Off_Hours,23,-0.5980000000005425,0.638,4.25,True,True,False,1.0,2.0
2021-01-15 00:45:00,2021-01-14,bearish_ob,1.21553,1.21525,2.8,0.6667,bos,Tokyo,0,-0.5499999999991623,0.6365,4.2,True,False,True,1.0,
2021-01-15 01:15:00,2021-01-14,bearish_ob,1.21541,1.21493,4.8,1.0821,bos,Tokyo,1,0.31599999999798456,0.6039,4.44,True,True,False,3.0,4.0
2021-01-15 04:30:00,2021-01-14,bearish_ob,1.21486,1.21473,1.3,0.3493,bos,Tokyo,4,4.965999999999582,0.3395,3.72,False,False,False,,
2021-01-15 06:45:00,2021-01-14,bullish_ob,1.21382,1.21338,4.4,1.0388,choch,Tokyo,6,-2.3740000000005423,0.0505,4.24,True,True,False,2.0,3.0
2021-01-15 07:15:00,2021-01-14,bearish_ob,1.21461,1.21417,4.4,0.9492,bos,Tokyo,7,-2.869999999999262,0.3217,4.64,True,False,True,10.0,
2021-01-15 11:15:00,2021-01-14,bearish_ob,1.2137,1.21304,6.6,0.7021,choch,London,11,-4.250000000001197,0.3579,9.4,True,False,True,7.0,
2021-01-15 13:30:00,2021-01-14,bearish_ob,1.21329,1.21215,11.4,1.4301,bos,New_York,13,-5.763999999999214,0.308,7.97,False,False,False,,
2021-01-15 17:45:00,2021-01-14,bearish_ob,1.20951,1.2088,7.1,0.6757,bos,New_York,17,-10.776000000001229,0.1531,10.51,False,False,False,,
2021-01-15 19:30:00,2021-01-14,bearish_ob,1.2084,1.20798,4.2,0.6614,bos,Off_Hours,19,-11.141999999999541,0.0637,6.35,True,True,False,1.0,14.0
2021-01-15 20:00:00,2021-01-14,bearish_ob,1.20811,1.20763,4.8,0.7972,bos,Off_Hours,20,-11.453999999999631,0.0341,6.02,True,True,False,1.0,3.0
2021-01-17 22:45:00,2021-01-17,bullish_ob,1.2079,1.20761,2.9,0.7491,choch,Off_Hours,22,-11.007999999999019,0.0409,3.87,True,True,False,1.0,1.0
2021-01-18 01:15:00,2021-01-17,bullish_ob,1.20758,1.20729,2.9,0.4715,choch,Tokyo,1,-10.448000000000679,0.139,6.15,True,True,False,1.0,6.0
2021-01-18 03:45:00,2021-01-17,bearish_ob,1.20747,1.207,4.7,0.9413,choch,Tokyo,3,-6.6840000000012445,0.2105,4.99,True,True,False,2.0,5.0
2021-01-18 06:30:00,2021-01-17,bullish_ob,1.20781,1.20751,3.0,0.6432,bos,Tokyo,6,-4.044000000000825,0.4077,4.66,True,True,False,1.0,1.0
2021-01-18 09:00:00,2021-01-17,bearish_ob,1.20723,1.20674,4.9,0.7101,choch,London,9,-1.3580000000001924,0.2271,6.9,True,True,False,1.0,5.0
2021-01-18 10:15:00,2021-01-17,bullish_ob,1.20697,1.20607,9.0,1.0815,choch,London,10,-1.8739999999994872,0.2238,8.32,True,True,False,1.0,4.0
2021-01-18 15:15:00,2021-01-17,bullish_ob,1.20738,1.20692,4.6,0.808,bos,New_York,15,-2.1519999999997097,0.5422,5.69,True,False,True,3.0,
2021-01-18 18:45:00,2021-01-17,bullish_ob,1.20777,1.20734,4.3,1.0506,bos,Off_Hours,18,0.3300000000017178,0.6642,4.09,True,False,True,1.0,
2021-01-18 23:45:00,2021-01-18,bullish_ob,1.20779,1.20759,2.0,0.7568,bos,Off_Hours,23,1.9619999999997972,0.8182,2.64,False,False,False,,
2021-01-19 00:45:00,2021-01-18,bullish_ob,1.20883,1.2083,5.3,1.3974,bos,Tokyo,0,2.8559999999999697,0.8223,3.79,True,False,True,23.0,
2021-01-19 05:15:00,2021-01-18,bearish_ob,1.20965,1.20945,2.0,0.7292,choch,Tokyo,5,4.372000000001375,0.8885,2.74,True,True,False,1.0,1.0
2021-01-19 06:45:00,2021-01-18,bearish_ob,1.20978,1.20944,3.4,1.1148,bos,Tokyo,6,4.087999999997649,0.9074,3.05,True,True,False,1.0,1.0
2021-01-19 09:00:00,2021-01-18,bullish_ob,1.21115,1.21042,7.3,0.9623,bos,London,9,5.36000000000092,0.7595,7.59,False,False,False,,
2021-01-19 13:15:00,2021-01-18,bullish_ob,1.21333,1.21277,5.6,0.8403,choch,New_York,13,9.795999999999694,0.8716,6.66,True,True,False,4.0,5.0
2021-01-19 14:00:00,2021-01-18,bearish_ob,1.21447,1.21351,9.6,1.3985,bos,New_York,14,9.46400000000125,0.9193,6.86,True,True,False,32.0,38.0
2021-01-19 19:15:00,2021-01-18,bullish_ob,1.21227,1.21195,3.2,0.5714,choch,Off_Hours,19,5.287999999998849,0.6023,5.6,True,True,False,54.0,56.0
2021-01-19 22:00:00,2021-01-19,bullish_ob,1.21281,1.21228,5.3,1.613,choch,Off_Hours,22,3.628000000002185,0.4456,3.29,True,True,False,4.0,40.0
2021-01-20 01:00:00,2021-01-19,bullish_ob,1.21447,1.21355,9.2,1.6992,bos,Tokyo,1,1.849999999998797,0.7994,5.41,True,True,False,1.0,24.0
2021-01-20 06:15:00,2021-01-19,bullish_ob,1.21447,1.21421,2.6,0.8525,bos,Tokyo,6,3.6159999999996195,0.8153,3.05,True,True,False,6.0,7.0
2021-01-20 07:45:00,2021-01-19,bearish_ob,1.21576,1.21534,4.2,0.8698,choch,Tokyo,7,5.674000000002177,0.9424,4.83,False,False,False,,
2021-01-20 10:30:00,2021-01-19,bearish_ob,1.21235,1.21179,5.6,0.6395,bos,London,10,0.40599999999946235,0.1652,8.76,True,True,False,46.0,53.0
2021-01-20 14:30:00,2021-01-19,bearish_ob,1.21047,1.2096,8.7,1.1236,bos,New_York,14,-7.283999999998514,0.0789,7.74,True,True,False,1.0,2.0
2021-01-20 19:45:00,2021-01-19,bearish_ob,1.21076,1.21029,4.7,0.8952,choch,Off_Hours,19,-8.201999999999376,0.3507,5.25,True,True,False,1.0,9.0
2021-01-20 22:15:00,2021-01-20,bullish_ob,1.21079,1.21047,3.2,0.8,choch,Off_Hours,22,-6.613999999998121,0.5585,4.0,True,False,True,1.0,
2021-01-21 00:30:00,2021-01-20,bullish_ob,1.21122,1.21093,2.9,0.9144,bos,Tokyo,0,-1.3780000000007675,0.8126,3.17,False,False,False,,
2021-01-21 05:00:00,2021-01-20,bullish_ob,1.21304,1.2128,2.4,0.6942,bos,Tokyo,5,5.8499999999983565,0.8718,3.46,True,True,False,5.0,7.0
2021-01-21 07:30:00,2021-01-20,bearish_ob,1.21339,1.21267,7.2,1.6716,choch,Tokyo,7,4.836000000003615,0.8036,4.31,True,True,False,1.0,4.0
2021-01-21 08:15:00,2021-01-20,bullish_ob,1.21262,1.21148,11.4,1.7832,choch,London,8,4.346000000001737,0.5536,6.39,False,False,False,,
2021-01-21 11:00:00,2021-01-20,bullish_ob,1.21402,1.21324,7.8,0.8585,bos,London,11,6.711999999999829,0.7569,9.09,True,False,True,8.0,
2021-01-21 12:45:00,2021-01-20,bullish_ob,1.21549,1.21429,12.0,1.75,bos,London,12,6.010000000000737,0.8684,6.86,True,True,False,2.0,5.0
2021-01-21 13:15:00,2021-01-20,bearish_ob,1.21649,1.21572,7.7,0.9574,choch,New_York,13,6.538000000000377,0.9308,8.04,True,True,False,2.0,3.0
2021-01-21 19:15:00,2021-01-20,bullish_ob,1.21612,1.21568,4.4,0.6852,choch,Off_Hours,19,3.661999999999832,0.7595,6.42,True,True,False,8.0,8.0
2021-01-21 23:45:00,2021-01-21,bullish_ob,1.21672,1.21646,2.6,0.7413,bos,Off_Hours,23,5.466000000000637,0.8216,3.51,True,True,False,4.0,4.0
2021-01-22 05:45:00,2021-01-21,bearish_ob,1.2172,1.21708,1.2,0.4504,choch,Tokyo,5,4.430000000001932,0.8504,2.66,True,True,False,10.0,10.0
2021-01-22 06:15:00,2021-01-21,bearish_ob,1.2167,1.21628,4.2,1.3486,bos,Tokyo,6,4.929999999998547,0.6224,3.11,True,True,False,6.0,6.0
2021-01-22 08:15:00,2021-01-21,bullish_ob,1.216,1.21515,8.5,1.8949,choch,London,8,1.277999999997892,0.1622,4.49,True,False,True,5.0,
2021-01-22 10:45:00,2021-01-21,bullish_ob,1.21755,1.21664,9.1,0.9368,bos,London,10,1.5440000000022103,0.5132,9.71,True,True,False,3.0,4.0
2021-01-22 11:30:00,2021-01-21,bearish_ob,1.21836,1.2179,4.6,0.45,choch,London,11,1.4640000000021303,0.7863,10.22,True,True,False,10.0,10.0
2021-01-22 14:00:00,2021-01-21,bullish_ob,1.21677,1.21541,13.6,1.592,choch,New_York,14,-0.9199999999998099,0.248,8.54,True,True,False,4.0,74.0
2021-01-22 18:45:00,2021-01-21,bullish_ob,1.21698,1.21666,3.2,0.488,bos,Off_Hours,18,-0.21199999999943486,0.4406,6.56,True,True,False,2.0,2.0
2021-01-22 21:15:00,2021-01-21,bearish_ob,1.21703,1.2168,2.3,0.697,choch,Off_Hours,21,1.2519999999982545,0.4263,3.3,True,True,False,1.0,2.0
2021-01-24 23:45:00,2021-01-24,bullish_ob,1.21706,1.21668,3.8,0.8736,choch,Off_Hours,23,-1.3679999999993697,0.4371,4.35,True,True,False,1.0,1.0
2021-01-25 00:30:00,2021-01-24,bearish_ob,1.21731,1.21702,2.9,0.6304,choch,Tokyo,0,-1.3899999999988921,0.5735,4.6,True,True,False,5.0,5.0
2021-01-25 01:30:00,2021-01-24,bullish_ob,1.2167,1.21601,6.9,1.338,bos,Tokyo,1,-0.6159999999977295,0.3088,5.16,True,True,False,26.0,27.0
2021-01-25 03:45:00,2021-01-24,bullish_ob,1.21769,1.21734,3.5,0.704,bos,Tokyo,3,0.8180000000002075,0.6118,4.97,True,True,False,2.0,11.0
2021-01-25 05:30:00,2021-01-24,bullish_ob,1.21808,1.21766,4.2,1.0614,bos,Tokyo,5,0.20799999999931984,0.8986,3.96,True,True,False,1.0,2.0
2021-01-25 06:00:00,2021-01-24,bearish_ob,1.21832,1.21804,2.8,0.7524,choch,Tokyo,6,0.7979999999996323,0.9394,3.72,True,False,True,2.0,
2021-01-25 08:15:00,2021-01-24,bearish_ob,1.2177,1.21684,8.6,1.6118,bos,London,8,1.773999999998832,0.5455,5.34,False,False,False,,
2021-01-25 12:45:00,2021-01-24,bearish_ob,1.21563,1.21501,6.2,0.9023,bos,London,12,-2.2739999999976668,0.3056,6.87,True,True,False,1.0,96.0
2021-01-25 14:00:00,2021-01-24,bearish_ob,1.21524,1.21469,5.5,0.9345,bos,New_York,14,-3.0920000000000947,0.2234,5.89,True,True,False,13.0,92.0
2021-01-25 20:15:00,2021-01-24,bullish_ob,1.21399,1.21363,3.6,0.8645,choch,Off_Hours,20,-7.618000000000347,0.3333,4.16,True,True,False,1.0,4.0
2021-01-25 21:00:00,2021-01-24,bullish_ob,1.21414,1.21384,3.0,0.8502,choch,Off_Hours,21,-7.513999999999577,0.3944,3.53,True,True,False,1.0,1.0
2021-01-25 22:30:00,2021-01-25,bullish_ob,1.21447,1.21382,6.5,1.5854,choch,Off_Hours,22,-4.705999999998767,0.5493,4.1,True,True,False,1.0,5.0
2021-01-25 23:15:00,2021-01-25,bearish_ob,1.21442,1.21425,1.7,0.4041,choch,Off_Hours,23,-3.076000000001855,0.5899,4.21,True,True,False,6.0,6.0
2021-01-26 01:15:00,2021-01-25,bullish_ob,1.21375,1.21332,4.3,1.058,choch,Tokyo,1,-3.35200000000091,0.4827,4.06,True,True,False,10.0,11.0
2021-01-26 03:15:00,2021-01-25,bearish_ob,1.21439,1.21406,3.3,0.8493,bos,Tokyo,3,-0.825999999998217,0.8292,3.89,True,True,False,17.0,30.0
2021-01-26 06:15:00,2021-01-25,bearish_ob,1.21308,1.2128,2.8,0.784,bos,Tokyo,6,-0.7820000000013927,0.1974,3.57,True,True,False,3.0,3.0
2021-01-26 08:15:00,2021-01-25,bullish_ob,1.21313,1.21241,7.2,1.1028,choch,London,8,-3.5439999999997696,0.5221,6.53,True,True,False,1.0,4.0
2021-01-26 10:30:00,2021-01-25,bullish_ob,1.21346,1.21243,10.3,1.105,choch,London,10,-1.8340000000005574,0.5675,9.32,True,True,False,87.0,87.0
2021-01-26 13:00:00,2021-01-25,bullish_ob,1.21463,1.21405,5.8,0.7505,bos,New_York,13,-0.2999999999997449,0.8668,7.73,True,True,False,13.0,13.0
2021-01-26 14:30:00,2021-01-25,bullish_ob,1.21628,1.21571,5.7,0.7389,bos,New_York,14,2.541999999998712,0.9249,7.71,True,True,False,1.0,7.0
2021-01-26 16:15:00,2021-01-25,bearish_ob,1.21635,1.21601,3.4,0.4179,choch,New_York,16,4.117999999999622,0.7947,8.14,True,True,False,5.0,6.0
2021-01-26 20:45:00,2021-01-25,bearish_ob,1.21675,1.21649,2.6,0.6868,choch,Off_Hours,20,8.269999999999111,0.8255,3.79,True,True,False,2.0,11.0
2021-01-26 23:30:00,2021-01-26,bullish_ob,1.21629,1.21602,2.7,0.9265,choch,Off_Hours,23,6.2419999999985265,0.7195,2.91,True,True,False,3.0,4.0
2021-01-27 01:15:00,2021-01-26,bearish_ob,1.2167,1.21606,6.4,1.6203,choch,Tokyo,1,5.285999999999902,0.6676,3.95,True,False,True,14.0,
2021-01-27 03:15:00,2021-01-26,bearish_ob,1.21589,1.21554,3.5,0.8059,bos,Tokyo,3,1.276000000001165,0.4834,4.34,True,True,False,1.0,6.0
